bird_ID,transect_ID,date,bird_species_ID,count,position,remarks
1587,tree_2,17-Apr-2025,Sand martin,20,t,
1588,tree_2,17-Apr-2025,Sand martin,16,f,
1589,tree_2,17-Apr-2025,Swamp flycatcher,3,t,
1590,tree_2,17-Apr-2025,Marabou stork,4,f,
1591,tree_2,17-Apr-2025,Cardinal woodpecker,1,t,
1592,tree_2,17-Apr-2025,African fish eagle,1,f,
1593,tree_2,17-Apr-2025,Grey-capped warbler,1,t,
1594,tree_2,17-Apr-2025,Hadada ibis,1,t,
1595,tree_2,17-Apr-2025,Yellow-billed stork,2,f,
1596,tree_3,17-Apr-2025,Black-headed gonolek,2,t,
1597,tree_3,17-Apr-2025,Long-tailed cormorant,4,t,
1598,tree_3,17-Apr-2025,Long-tailed cormorant,2,f,
1599,tree_3,17-Apr-2025,Long-tailed cormorant,2,w,
1600,tree_3,17-Apr-2025,Northern brown-throated weaver,14,t,
1601,tree_3,17-Apr-2025,Northern brown-throated weaver,5,f,
1602,tree_3,17-Apr-2025,Pied kingfisher,15,t,
1603,tree_3,17-Apr-2025,Pied kingfisher,6,f,
1604,tree_3,17-Apr-2025,Red-chested sunbird,2,t,
1605,tree_3,17-Apr-2025,Red-chested sunbird,1,f,
1606,tree_3,17-Apr-2025,Ring-necked dove,1,t,
1607,tree_3,17-Apr-2025,Sand martin,3,f,
1608,tree_3,17-Apr-2025,Slender-billed weaver,2,t,
1609,tree_3,17-Apr-2025,Swamp flycatcher,8,t,
1610,tree_3,17-Apr-2025,Yellow fronted canary,3,t,
1611,tree_3,17-Apr-2025,Black crake,1,t,
