bird_ID,transect_ID,date,bird_species_ID,count,position,remarks
1,pap_1_old,5-Feb-2025,Slender-billed weaver,29,p,
2,pap_1_old,5-Feb-2025,Swamp flycatcher,3,p,
3,pap_1_old,5-Feb-2025,African jacana,1,f,
4,pap_1_old,5-Feb-2025,Sand martin,50,f,flock
5,pap_1_old,5-Feb-2025,Pied kingfisher,7,p,
6,pap_1_old,5-Feb-2025,Village weaver,2,p,
7,pap_1_old,5-Feb-2025,Malachite kingfisher,1,p,
8,pap_1_old,5-Feb-2025,Pied kingfisher,2,f,
9,pap_1_old,5-Feb-2025,Lesser masked weaver,1,p,
10,pap_2_old,5-Feb-2025,Pied kingfisher,18,p,
11,pap_2_old,5-Feb-2025,Little egret,2,p,
12,pap_2_old,5-Feb-2025,Speckled mouse bird,1,p,
13,pap_2_old,5-Feb-2025,Slender-billed weaver,27,p,
14,pap_2_old,5-Feb-2025,Swamp flycatcher,10,p,
15,pap_2_old,5-Feb-2025,Sand martin,15,p,
16,pap_2_old,5-Feb-2025,Pied kingfisher,3,f,
17,pap_2_old,5-Feb-2025,Village weaver,1,p,
18,pap_2_old,5-Feb-2025,Black-headed gonolek,2,p,
19,pap_2_old,5-Feb-2025,Zitting cisticola,2,p,
20,tree_1_old,5-Feb-2025,Sand martin,5,f,
21,tree_1_old,5-Feb-2025,Pied kingfisher,28,t,
22,tree_1_old,5-Feb-2025,Swamp flycatcher,8,t,
23,tree_1_old,5-Feb-2025,Long-tailed cormorant,1,t,
24,tree_1_old,5-Feb-2025,Slender-billed weaver,17,t,
25,tree_1_old,5-Feb-2025,Sand martin,10,t,
26,tree_1_old,5-Feb-2025,Red-chested sunbird,5,t,
27,tree_1_old,5-Feb-2025,Long-tailed cormorant,2,w,
28,tree_1_old,5-Feb-2025,Long-tailed cormorant,2,f,
29,tree_1_old,5-Feb-2025,Pied kingfisher,1,f,
30,tree_1_old,5-Feb-2025,Swamp flycatcher,1,f,
31,tree_2_old,5-Feb-2025,Pied kingfisher,8,t,
32,tree_2_old,5-Feb-2025,Swamp flycatcher,7,t,
33,tree_2_old,5-Feb-2025,Pied kingfisher,2,f,
34,tree_2_old,5-Feb-2025,Red-chested sunbird,3,t,
35,tree_2_old,5-Feb-2025,White-throated bee-eater,10,t,
36,tree_2_old,5-Feb-2025,Slender-billed weaver,14,t,
37,tree_2_old,5-Feb-2025,White-winged tern,2,f,
38,tree_2_old,5-Feb-2025,Long-tailed cormorant,3,f,
39,tree_2_old,5-Feb-2025,Hadada ibis,1,f,
40,tree_2_old,5-Feb-2025,Swamp flycatcher,1,f,
41,tree_2_old,5-Feb-2025,Long-tailed cormorant,2,t,
42,tree_2_old,5-Feb-2025,Long-tailed cormorant,1,w,
43,tree_2_old,5-Feb-2025,Slender-billed weaver,1,f,
44,tree_2_old,5-Feb-2025,Common bullbul,1,t,
45,tree_2_old,5-Feb-2025,Common bullbul,2,f,
46,tree_2_old,5-Feb-2025,Golden-backed weaver,1,t,
47,tree_3_old,5-Feb-2025,Pied kingfisher,12,t,
48,tree_3_old,5-Feb-2025,Pied kingfisher,4,f,
49,tree_3_old,5-Feb-2025,Slender-billed weaver,17,t,
50,tree_3_old,5-Feb-2025,Swamp flycatcher,16,t,
51,tree_3_old,5-Feb-2025,Long-tailed cormorant,3,f,
52,tree_3_old,5-Feb-2025,Hadada ibis,2,t,
53,tree_3_old,5-Feb-2025,Red-chested sunbird,1,f,
54,tree_3_old,5-Feb-2025,Red-chested sunbird,3,t,
55,tree_3_old,5-Feb-2025,Long-tailed cormorant,2,t,
56,tree_3_old,5-Feb-2025,Slender-billed weaver,1,f,
57,tree_3_old,5-Feb-2025,Red-eyed dove,2,t,
58,tree_3_old,5-Feb-2025,Malachite kingfisher,1,t,
59,tree_3_old,5-Feb-2025,Common bullbul,2,t,
60,tree_4_old,5-Feb-2025,Pied kingfisher,31,t,
61,tree_4_old,5-Feb-2025,Pied kingfisher,2,f,
62,tree_4_old,5-Feb-2025,Slender-billed weaver,10,t,
63,tree_4_old,5-Feb-2025,Swamp flycatcher,7,t,
64,tree_4_old,5-Feb-2025,Hadada ibis,1,t,
65,tree_4_old,5-Feb-2025,Red-chested sunbird,2,f,
66,tree_4_old,5-Feb-2025,Red-chested sunbird,7,t,
67,tree_4_old,5-Feb-2025,Long-tailed cormorant,1,f,
68,pap_3_old,5-Feb-2025,Pied kingfisher,17,p,
69,pap_3_old,5-Feb-2025,Slender-billed weaver,2,p,
70,pap_3_old,5-Feb-2025,Swamp flycatcher,3,p,
71,pap_3_old,5-Feb-2025,Long-tailed cormorant,1,f,
72,pap_3_old,5-Feb-2025,Little egret,2,f,
73,pap_3_old,5-Feb-2025,Pied kingfisher,2,f,
74,pap_3_old,5-Feb-2025,Black kite,3,f,
75,pap_4_old,5-Feb-2025,Pied kingfisher,13,p,
76,pap_4_old,5-Feb-2025,Slender-billed weaver,5,p,
77,pap_4_old,5-Feb-2025,Swamp flycatcher,1,p,
78,pap_4_old,5-Feb-2025,Pied kingfisher,1,f,
79,pap_4_old,5-Feb-2025,Little egret,1,f,
80,pap_4_old,5-Feb-2025,Zitting cisticola,1,p,
81,tree_5_old,5-Feb-2025,Pied kingfisher,36,t,
82,tree_5_old,5-Feb-2025,Slender-billed weaver,9,t,
83,tree_5_old,5-Feb-2025,Pied kingfisher,3,f,
84,tree_5_old,5-Feb-2025,Red-eyed dove,1,t,
85,tree_5_old,5-Feb-2025,Red-chested sunbird,1,t,
86,tree_5_old,5-Feb-2025,Common bullbul,2,t,
87,tree_5_old,5-Feb-2025,White-throated bee-eater,1,t,
88,tree_5,8-Feb-2025,Pied kingfisher,50,t,
89,tree_5,8-Feb-2025,Slender-billed weaver,20,t,
90,tree_5,8-Feb-2025,Black kite,3,t,
91,tree_5,8-Feb-2025,Red-chested sunbird,6,t,
92,tree_5,8-Feb-2025,Hadada ibis,1,t,
93,tree_5,8-Feb-2025,Little egret,2,t,
94,tree_5,8-Feb-2025,Swamp flycatcher,3,t,
95,tree_5,8-Feb-2025,Zitting cisticola,2,t,
96,tree_5,8-Feb-2025,Sand martin,1,f,
97,tree_5,8-Feb-2025,Pied kingfisher,1,f,
98,tree_5,8-Feb-2025,Red-eyed dove,1,t,
99,tree_5,8-Feb-2025,Black crake,1,t,
100,tree_5,8-Feb-2025,Black kite,1,f,
101,tree_6,8-Feb-2025,Slender-billed weaver,14,t,
102,tree_6,8-Feb-2025,Red-chested sunbird,2,t,
103,tree_6,8-Feb-2025,Swamp flycatcher,4,t,
104,tree_6,8-Feb-2025,Pied kingfisher,11,t,
105,tree_6,8-Feb-2025,Lesser masked weaver,1,t,
106,tree_6,8-Feb-2025,Zitting cisticola,1,t,
107,tree_6,8-Feb-2025,Black kite,2,t,
108,tree_6,8-Feb-2025,Swamp flycatcher,1,f,
109,tree_6,8-Feb-2025,African mourning dove,1,t,
110,pap_5,8-Feb-2025,Pied kingfisher,6,p,
111,pap_5,8-Feb-2025,Village weaver,2,p,
112,pap_5,8-Feb-2025,Swamp flycatcher,7,p,
113,pap_5,8-Feb-2025,Pied kingfisher,2,f,
114,pap_5,8-Feb-2025,Slender-billed weaver,19,p,
115,pap_5,8-Feb-2025,Sand martin,2,p,
116,pap_5,8-Feb-2025,Red-eyed dove,2,p,
117,pap_5,8-Feb-2025,Little egret,1,p,
118,pap_5,8-Feb-2025,Red-eyed dove,1,f,
119,pap_5,8-Feb-2025,African mourning dove,1,f,
120,pap_6,8-Feb-2025,Black kite,1,f,
121,pap_6,8-Feb-2025,Slender-billed weaver,4,p,
122,pap_6,8-Feb-2025,African mourning dove,2,f,
123,pap_6,8-Feb-2025,Pied kingfisher,10,p,
124,pap_6,8-Feb-2025,Striated heron,2,f,
125,pap_6,8-Feb-2025,Swamp flycatcher,1,p,
126,pap_6,8-Feb-2025,Pied kingfisher,1,f,
127,tree_7,8-Feb-2025,Pied kingfisher,24,t,
128,tree_7,8-Feb-2025,Malachite kingfisher,3,t,
129,tree_7,8-Feb-2025,Slender-billed weaver,9,t,
130,tree_7,8-Feb-2025,Slender-billed weaver,100,t,colony
131,tree_7,8-Feb-2025,Black kite,1,f,
132,tree_7,8-Feb-2025,White-throated bee-eater,2,f,
133,tree_7,8-Feb-2025,Swamp flycatcher,1,t,
134,tree_7,8-Feb-2025,White-throated bee-eater,4,t,
135,tree_7,8-Feb-2025,Pied kingfisher,2,f,
136,tree_7,8-Feb-2025,Sand martin,1,f,
137,tree_7,8-Feb-2025,Lesser-striped swallow,6,t,
138,tree_7,8-Feb-2025,Hadada ibis,1,t,
139,tree_7,8-Feb-2025,Striated heron,1,t,
140,tree_7,8-Feb-2025,Little egret,1,f,
141,tree_8,8-Feb-2025,Pied kingfisher,34,t,
142,tree_8,8-Feb-2025,Little egret,3,t,
143,tree_8,8-Feb-2025,Hadada ibis,1,t,
144,tree_8,8-Feb-2025,Slender-billed weaver,9,t,
145,tree_8,8-Feb-2025,Black kite,1,t,
146,tree_8,8-Feb-2025,White-throated bee-eater,12,t,
147,tree_8,8-Feb-2025,Striated heron,2,t,
148,tree_8,8-Feb-2025,Black kite,1,f,
149,tree_8,8-Feb-2025,African mourning dove,1,t,
150,tree_8,8-Feb-2025,White-throated bee-eater,3,f,
151,tree_8,8-Feb-2025,Swamp flycatcher,3,t,
152,tree_8,8-Feb-2025,Malachite kingfisher,2,t,
153,pap_1,12-Feb-2025,Pied kingfisher,33,p,
154,pap_1,12-Feb-2025,Long-tailed cormorant,1,p,
155,pap_1,12-Feb-2025,Slender-billed weaver,8,p,
156,pap_1,12-Feb-2025,Olive bee-eater,1,p,
157,pap_1,12-Feb-2025,Pied kingfisher,2,p,
158,pap_1,12-Feb-2025,Long-tailed cormorant,4,t,
159,pap_1,12-Feb-2025,Little egret,1,t,
160,pap_1,12-Feb-2025,Slender-billed weaver,2,f,
161,pap_1,12-Feb-2025,Swamp flycatcher,2,p,
162,pap_2,12-Feb-2025,Slender-billed weaver,15,p,
163,pap_2,12-Feb-2025,Pied kingfisher,11,p,
164,pap_2,12-Feb-2025,Black-headed gonolek,1,p,
165,pap_2,12-Feb-2025,Pied kingfisher,1,t,
166,pap_2,12-Feb-2025,Village weaver,1,t,
167,pap_2,12-Feb-2025,Swamp flycatcher,1,t,
168,pap_2,12-Feb-2025,African mourning dove,1,t,
169,pap_2,12-Feb-2025,Olive bee-eater,1,t,
170,pap_2,12-Feb-2025,Malachite kingfisher,1,p,
171,pap_2,12-Feb-2025,Swamp flycatcher,1,p,
172,pap_2,12-Feb-2025,Olive bee-eater,1,f,
173,pap_2,12-Feb-2025,Northern brown-throated weaver,3,p,
174,pap_2,12-Feb-2025,Little egret,1,p,
175,tree_1,12-Feb-2025,Pied kingfisher,15,t,
176,tree_1,12-Feb-2025,Red-chested sunbird,7,t,
177,tree_1,12-Feb-2025,Olive bee-eater,1,t,
178,tree_1,12-Feb-2025,White-throated bee-eater,3,t,
179,tree_1,12-Feb-2025,Swamp flycatcher,10,t,
180,tree_1,12-Feb-2025,Sand martin,1,f,
181,tree_1,12-Feb-2025,Slender-billed weaver,4,t,
182,tree_1,12-Feb-2025,Black crake,1,t,
183,tree_1,12-Feb-2025,African mourning dove,3,t,
184,tree_1,12-Feb-2025,Pied kingfisher,1,f,
185,tree_1,12-Feb-2025,Slender-billed weaver,1,f,
186,tree_1,12-Feb-2025,Long-tailed cormorant,1,t,
187,tree_1,12-Feb-2025,Willow warbler,1,t,
188,tree_1,12-Feb-2025,Bronze mannikin,1,t,
189,tree_2,12-Feb-2025,Swamp flycatcher,8,t,
190,tree_2,12-Feb-2025,Pied kingfisher,1,t,
191,tree_2,12-Feb-2025,Slender-billed weaver,13,t,
192,tree_2,12-Feb-2025,Northern brown-throated weaver,4,t,
193,tree_2,12-Feb-2025,Little egret,2,t,
194,tree_2,12-Feb-2025,Olive bee-eater,5,t,
195,tree_2,12-Feb-2025,Long-tailed cormorant,1,f,
196,tree_2,12-Feb-2025,Lesser-striped swallow,2,f,
197,tree_2,12-Feb-2025,Striated heron,1,f,
198,tree_2,12-Feb-2025,Long-tailed cormorant,2,w,
199,tree_2,12-Feb-2025,Pied kingfisher,1,f,
200,tree_2,12-Feb-2025,Long-tailed cormorant,1,t,
201,tree_2,12-Feb-2025,Long-tailed cormorant,3,f,
202,tree_2,12-Feb-2025,Olive bee-eater,1,f,
203,tree_2,12-Feb-2025,White-winged tern,1,f,
204,tree_2,12-Feb-2025,Cardinal woodpecker,1,f,
205,tree_2,12-Feb-2025,African mourning dove,1,t,
206,tree_3,12-Feb-2025,Pied kingfisher,27,t,
207,tree_3,12-Feb-2025,Slender-billed weaver,16,t,
208,tree_3,12-Feb-2025,Long-tailed cormorant,5,f,
209,tree_3,12-Feb-2025,Sand martin,1,t,
210,tree_3,12-Feb-2025,Northern brown-throated weaver,4,t,
211,tree_3,12-Feb-2025,Malachite kingfisher,1,t,
212,tree_3,12-Feb-2025,Woodland kingfisher,1,t,
213,tree_3,12-Feb-2025,Swamp flycatcher,1,t,
214,tree_3,12-Feb-2025,Red-chested sunbird,1,t,
215,tree_3,12-Feb-2025,Slender-billed weaver,3,f,
216,tree_3,12-Feb-2025,Hadada ibis,1,t,
217,tree_3,12-Feb-2025,Sand martin,4,f,
218,tree_3,12-Feb-2025,Little egret,2,f,
219,tree_3,12-Feb-2025,Black crake,1,t,
220,tree_3,12-Feb-2025,Bronze mannikin,1,f,
221,tree_4,12-Feb-2025,Slender-billed weaver,28,t,
222,tree_4,12-Feb-2025,Swamp flycatcher,5,t,
223,tree_4,12-Feb-2025,Pied kingfisher,9,t,
224,tree_4,12-Feb-2025,African mourning dove,5,t,
225,tree_4,12-Feb-2025,Long-tailed cormorant,2,t,
226,tree_4,12-Feb-2025,Northern brown-throated weaver,4,f,
227,tree_4,12-Feb-2025,Red-chested sunbird,5,t,
228,tree_4,12-Feb-2025,Pied kingfisher,7,f,
229,tree_4,12-Feb-2025,Red-chested sunbird,2,f,
230,tree_4,12-Feb-2025,Black-headed weaver,2,t,
231,tree_4,12-Feb-2025,White-throated bee-eater,2,t,
232,tree_4,12-Feb-2025,Olive bee-eater,3,t,
233,tree_4,12-Feb-2025,Long-tailed cormorant,2,f,
234,tree_4,12-Feb-2025,Cardinal woodpecker,1,t,
235,tree_4,12-Feb-2025,Striated heron,1,t,
236,pap_3,12-Feb-2025,Swamp flycatcher,13,p,
237,pap_3,12-Feb-2025,Northern brown-throated weaver,7,t,
238,pap_3,12-Feb-2025,Slender-billed weaver,8,p,
239,pap_3,12-Feb-2025,Pied kingfisher,2,f,
240,pap_3,12-Feb-2025,Pied kingfisher,6,p,
241,pap_3,12-Feb-2025,Black kite,1,t,
242,pap_3,12-Feb-2025,Common sandpiper,1,p,
243,pap_3,12-Feb-2025,Long-tailed cormorant,1,p,
244,pap_3,12-Feb-2025,African fish eagle,1,t,
245,pap_3,12-Feb-2025,Red-chested sunbird,1,p,
246,pap_3,12-Feb-2025,Black crake,3,p,
247,pap_4,12-Feb-2025,Swamp flycatcher,3,p,
248,pap_4,12-Feb-2025,African palm swift,1,f,
249,pap_4,12-Feb-2025,Northern brown-throated weaver,8,p,
250,pap_4,12-Feb-2025,Pied kingfisher,5,p,
251,pap_4,12-Feb-2025,Little egret,1,p,
252,pap_4,12-Feb-2025,Black kite,2,f,
253,pap_4,12-Feb-2025,Slender-billed weaver,3,p,
254,tree_5,12-Feb-2025,Pied kingfisher,78,t,
255,tree_5,12-Feb-2025,Long-tailed cormorant,3,t,
256,tree_5,12-Feb-2025,Northern brown-throated weaver,4,t,
257,tree_5,12-Feb-2025,Red-chested sunbird,2,t,
258,tree_5,12-Feb-2025,Slender-billed weaver,6,t,
259,tree_5,12-Feb-2025,Pied kingfisher,17,t,
260,tree_5,12-Feb-2025,Swamp flycatcher,3,t,
261,tree_5,12-Feb-2025,Swamp flycatcher,1,f,
262,tree_5,12-Feb-2025,Black kite,1,t,
263,tree_5,12-Feb-2025,African mourning dove,2,t,
264,tree_5,12-Feb-2025,Pied kingfisher,1,f,
265,pap_4,13-Feb-2025,Northern brown-throated weaver,2,p,
266,pap_4,13-Feb-2025,Long-tailed cormorant,1,f,
267,pap_4,13-Feb-2025,Pied kingfisher,4,p,
268,pap_4,13-Feb-2025,Grey heron,1,f,
269,pap_4,13-Feb-2025,Black kite,2,f,
270,pap_4,13-Feb-2025,Pied kingfisher,3,f,
271,pap_4,13-Feb-2025,Sand martin,2,f,
272,pap_4,13-Feb-2025,Slender-billed weaver,3,p,
273,tree_5,13-Feb-2025,Pied kingfisher,84,t,
274,tree_5,13-Feb-2025,Black kite,1,f,
275,tree_5,13-Feb-2025,Little egret,5,t,
276,tree_5,13-Feb-2025,Slender-billed weaver,5,t,
277,tree_5,13-Feb-2025,Pied kingfisher,6,f,
278,tree_5,13-Feb-2025,Swamp flycatcher,4,t,
279,tree_5,13-Feb-2025,Red-chested sunbird,1,t,
280,tree_5,13-Feb-2025,African mourning dove,2,t,
281,tree_5,13-Feb-2025,Black kite,1,t,
282,tree_5,13-Feb-2025,African fish eagle,2,t,
283,tree_5,13-Feb-2025,Northern brown-throated weaver,1,f,
284,tree_5,13-Feb-2025,Northern brown-throated weaver,6,t,
285,tree_5,13-Feb-2025,Sand martin,2,f,
286,tree_5,13-Feb-2025,African mourning dove,1,t,
287,tree_5,13-Feb-2025,White-throated bee-eater,2,t,
288,tree_6,13-Feb-2025,Northern brown-throated weaver,7,t,
289,tree_6,13-Feb-2025,Pied kingfisher,9,t,
290,tree_6,13-Feb-2025,African mourning dove,2,t,
291,tree_6,13-Feb-2025,Slender-billed weaver,3,t,
292,tree_6,13-Feb-2025,Lesser-striped swallow,1,t,
293,tree_6,13-Feb-2025,Sand martin,8,f,
294,tree_6,13-Feb-2025,Pied kingfisher,2,f,
295,tree_6,13-Feb-2025,Common bullbul,2,t,
296,tree_6,13-Feb-2025,Little egret,1,f,
297,pap_5,13-Feb-2025,Pied kingfisher,23,p,
298,pap_5,13-Feb-2025,Northern brown-throated weaver,6,p,
299,pap_5,13-Feb-2025,Pied kingfisher,2,f,
300,pap_5,13-Feb-2025,Slender-billed weaver,7,p,
301,pap_5,13-Feb-2025,Little egret,2,p,
302,pap_5,13-Feb-2025,Little egret,1,t,
303,pap_5,13-Feb-2025,Pied kingfisher,2,t,
304,pap_5,13-Feb-2025,Slender-billed weaver,3,t,
305,pap_5,13-Feb-2025,Pied kingfisher,12,t,
306,pap_5,13-Feb-2025,Black crake,1,p,
307,pap_5,13-Feb-2025,Malachite kingfisher,2,p,
308,pap_6,13-Feb-2025,Pied kingfisher,5,f,
309,pap_6,13-Feb-2025,Pied kingfisher,16,p,
310,pap_6,13-Feb-2025,Lesser-striped swallow,7,f,
311,pap_6,13-Feb-2025,Sand martin,3,f,
312,pap_6,13-Feb-2025,Malachite kingfisher,1,p,
313,pap_6,13-Feb-2025,Slender-billed weaver,6,p,
314,pap_6,13-Feb-2025,Swamp flycatcher,2,p,
315,pap_6,13-Feb-2025,Pied kingfisher,9,t,
316,pap_6,13-Feb-2025,Swamp flycatcher,1,t,
317,pap_6,13-Feb-2025,Slender-billed weaver,1,t,
318,pap_6,13-Feb-2025,Striated heron,1,t,
319,pap_6,13-Feb-2025,Common sandpiper,1,f,
320,pap_6,13-Feb-2025,Swamp flycatcher,2,p,
321,pap_6,13-Feb-2025,Striated heron,1,p,
322,pap_6,13-Feb-2025,Northern brown-throated weaver,1,p,
323,tree_7,13-Feb-2025,Swamp flycatcher,1,t,
324,tree_7,13-Feb-2025,Pied kingfisher,45,t,
325,tree_7,13-Feb-2025,Swamp flycatcher,1,f,
326,tree_7,13-Feb-2025,Little egret,3,t,
327,tree_7,13-Feb-2025,Slender-billed weaver,2,f,
328,tree_7,13-Feb-2025,Sand martin,7,f,
329,tree_7,13-Feb-2025,Olive bee-eater,4,t,
330,tree_7,13-Feb-2025,Northern brown-throated weaver,8,t,
331,tree_7,13-Feb-2025,Lesser-striped swallow,1,f,
332,tree_7,13-Feb-2025,Pied kingfisher,3,f,
333,tree_7,13-Feb-2025,Lesser-striped swallow,2,t,
334,tree_7,13-Feb-2025,Lesser-striped swallow,20,f,flock
335,tree_7,13-Feb-2025,Striated heron,2,t,
336,tree_7,13-Feb-2025,Hadada ibis,2,t,
337,tree_7,13-Feb-2025,Northern brown-throated weaver,1,f,
338,tree_7,13-Feb-2025,Slender-billed weaver,3,t,
339,tree_7,13-Feb-2025,Black kite,1,t,
340,tree_7,13-Feb-2025,Malachite kingfisher,2,t,
341,tree_7,13-Feb-2025,Black-headed weaver,1,t,
342,tree_7,13-Feb-2025,Black kite,1,f,
343,tree_7,13-Feb-2025,Common bullbul,2,f,
344,tree_8,13-Feb-2025,Sand martin,10,f,
345,tree_8,13-Feb-2025,Pied kingfisher,19,t,
346,tree_8,13-Feb-2025,Pied kingfisher,8,f,
347,tree_8,13-Feb-2025,Slender-billed weaver,2,f,
348,tree_8,13-Feb-2025,Northern brown-throated weaver,10,t,
349,tree_8,13-Feb-2025,Village weaver,2,t,
350,tree_8,13-Feb-2025,Olive bee-eater,14,t,
351,tree_8,13-Feb-2025,Long-tailed cormorant,1,f,
352,tree_8,13-Feb-2025,Black kite,2,f,
353,tree_8,13-Feb-2025,Red-chested sunbird,1,t,
354,tree_8,13-Feb-2025,Swamp flycatcher,2,t,
355,tree_8,13-Feb-2025,Lesser-striped swallow,1,f,
356,tree_8,13-Feb-2025,Lesser-striped swallow,2,t,
357,tree_8,13-Feb-2025,Malachite kingfisher,1,t,
358,tree_8,13-Feb-2025,African palm swift,4,f,
359,tree_8,13-Feb-2025,Olive bee-eater,1,f,
360,tree_8,13-Feb-2025,African mourning dove,3,t,
361,tree_8,13-Feb-2025,Little egret,2,f,
362,tree_8,13-Feb-2025,Long-tailed cormorant,1,t,
363,pap_1,19-Feb-2025,Pied kingfisher,14,p,
364,pap_1,19-Feb-2025,Slender-billed weaver,64,p,
365,pap_1,19-Feb-2025,Swamp flycatcher,3,f,
366,pap_1,19-Feb-2025,Sand martin,18,f,
367,pap_1,19-Feb-2025,Malachite kingfisher,5,p,
368,pap_1,19-Feb-2025,Swamp flycatcher,5,p,
369,pap_1,19-Feb-2025,African jacana,1,p,
370,pap_1,19-Feb-2025,Black-headed gonolek,2,p,
371,pap_1,19-Feb-2025,Northern brown-throated weaver,3,p,
372,pap_1,19-Feb-2025,Long-tailed cormorant,1,w,sitting on tree
373,pap_1,19-Feb-2025,Willow warbler,4,p,
374,pap_1,19-Feb-2025,Red-chested sunbird,2,t,
375,pap_1,19-Feb-2025,Olive bee-eater,1,t,
376,pap_1,19-Feb-2025,Slender-billed weaver,4,t,
377,pap_1,19-Feb-2025,Pied kingfisher,5,t,
378,pap_1,19-Feb-2025,Cardinal woodpecker,1,t,
379,pap_1,19-Feb-2025,Swamp flycatcher,2,t,
380,pap_1,19-Feb-2025,Red-chested sunbird,1,p,
381,pap_1,19-Feb-2025,Long-tailed cormorant,1,p,
382,pap_1,19-Feb-2025,Long-tailed cormorant,2,t,
383,pap_2,19-Feb-2025,Northern brown-throated weaver,31,p,
384,pap_2,19-Feb-2025,Slender-billed weaver,27,p,
385,pap_2,19-Feb-2025,Willow warbler,4,p,
386,pap_2,19-Feb-2025,Village weaver,3,p,
387,pap_2,19-Feb-2025,Malachite kingfisher,1,p,
388,pap_2,19-Feb-2025,Common bullbul,2,p,
389,pap_2,19-Feb-2025,Swamp flycatcher,8,p,
390,pap_2,19-Feb-2025,Pied kingfisher,2,t,
391,pap_2,19-Feb-2025,Northern brown-throated weaver,1,t,
392,pap_2,19-Feb-2025,Olive bee-eater,1,f,
393,pap_2,19-Feb-2025,Pied kingfisher,10,p,
394,pap_2,19-Feb-2025,Black-headed gonolek,1,p,
395,pap_2,19-Feb-2025,Black-headed weaver,1,p,
396,tree_1,19-Feb-2025,Slender-billed weaver,50,t,
397,tree_1,19-Feb-2025,Long-tailed cormorant,1,t,
398,tree_1,19-Feb-2025,Northern brown-throated weaver,4,t,
399,tree_1,19-Feb-2025,Pied kingfisher,12,t,
400,tree_1,19-Feb-2025,Sand martin,40,t,
401,tree_1,19-Feb-2025,Swamp flycatcher,4,t,
402,tree_1,19-Feb-2025,Striated heron,1,f,
403,tree_1,19-Feb-2025,Malachite kingfisher,1,t,
404,tree_1,19-Feb-2025,Sand martin,12,f,
405,tree_1,19-Feb-2025,Black crake,1,t,
406,tree_1,19-Feb-2025,Pied kingfisher,1,f,
407,tree_1,19-Feb-2025,Long-tailed cormorant,3,t,
408,tree_1,19-Feb-2025,Golden-backed weaver,1,t,
409,tree_1,19-Feb-2025,Common bullbul,1,t,
410,tree_1,19-Feb-2025,Black-headed weaver,2,t,
411,tree_2,19-Feb-2025,Long-tailed cormorant,8,t,
412,tree_2,19-Feb-2025,Sand martin,12,t,
413,tree_2,19-Feb-2025,Slender-billed weaver,32,t,
414,tree_2,19-Feb-2025,Sand martin,60,f,
415,tree_2,19-Feb-2025,Golden-backed weaver,1,t,
416,tree_2,19-Feb-2025,White-winged tern,1,f,
417,tree_2,19-Feb-2025,Long-tailed cormorant,3,f,
418,tree_2,19-Feb-2025,Pied kingfisher,3,t,
419,tree_2,19-Feb-2025,Swamp flycatcher,3,t,
420,tree_2,19-Feb-2025,Northern brown-throated weaver,7,t,
421,tree_2,19-Feb-2025,African mourning dove,1,t,
422,tree_2,19-Feb-2025,Black-headed weaver,4,t,
423,tree_3,19-Feb-2025,Northern brown-throated weaver,3,t,
424,tree_3,19-Feb-2025,Swamp flycatcher,9,t,
425,tree_3,19-Feb-2025,Slender-billed weaver,20,t,
426,tree_3,19-Feb-2025,Black kite,1,t,
427,tree_3,19-Feb-2025,African mourning dove,1,t,
428,tree_3,19-Feb-2025,Pied kingfisher,20,t,
429,tree_3,19-Feb-2025,Red-chested sunbird,4,t,
430,tree_3,19-Feb-2025,Long-tailed cormorant,3,f,
431,tree_3,19-Feb-2025,Long-tailed cormorant,3,t,
432,tree_3,19-Feb-2025,Pied kingfisher,6,f,
433,tree_3,19-Feb-2025,Hadada ibis,1,t,
434,tree_3,19-Feb-2025,Black kite,1,f,
435,tree_3,19-Feb-2025,Slender-billed weaver,1,f,
436,tree_3,19-Feb-2025,Black-headed gonolek,1,t,
437,tree_3,19-Feb-2025,Black-headed weaver,12,t,
438,tree_4,19-Feb-2025,Malachite kingfisher,2,t,
439,tree_4,19-Feb-2025,Slender-billed weaver,2,f,
440,tree_4,19-Feb-2025,Pied kingfisher,25,t,
441,tree_4,19-Feb-2025,Swamp flycatcher,6,t,
442,tree_4,19-Feb-2025,Slender-billed weaver,17,t,
443,tree_4,19-Feb-2025,Long-tailed cormorant,1,f,
444,tree_4,19-Feb-2025,Northern brown-throated weaver,1,t,
445,tree_4,19-Feb-2025,Pied kingfisher,2,f,
446,tree_4,19-Feb-2025,Long-tailed cormorant,1,w,sitting on tree
447,tree_4,19-Feb-2025,Red-chested sunbird,1,t,
448,tree_4,19-Feb-2025,Bronze mannikin,2,t,
449,tree_4,19-Feb-2025,Little egret,2,f,
450,tree_4,19-Feb-2025,Black kite,1,f,
451,tree_3,20-Feb-2025,Lesser-striped swallow,40,f,
452,tree_3,20-Feb-2025,Olive bee-eater,1,t,
453,tree_3,20-Feb-2025,Lesser-striped swallow,3,t,
454,tree_3,20-Feb-2025,Pied kingfisher,25,t,
455,tree_3,20-Feb-2025,Slender-billed weaver,23,t,
456,tree_3,20-Feb-2025,Black crake,11,t,
457,tree_3,20-Feb-2025,Tawny-flanked prinia,1,t,
458,tree_3,20-Feb-2025,Sand martin,30,f,
459,tree_3,20-Feb-2025,Long-tailed cormorant,2,t,
460,tree_3,20-Feb-2025,Northern brown-throated weaver,4,t,
461,tree_3,20-Feb-2025,Swamp flycatcher,10,t,
